"","Postcode.Sector","name","oslaua","Population","Area.Sq.Km","People.per.Sq.Km","oscty","gor","code","all.operators.2G","all.operators.3G","all.operators.4G","pop.d.rank","LA.area","LA.2G.coverage","LA.3G.coverage","LA.4G.coverage","area_allocated.2G","area_coverage.2G","area_allocated.3G","area_coverage.3G","area_allocated.4G","area_coverage.4G","sitefinder.count","geotype","site.density","ex.pcd","distance"
"147","B152","Birmingham","E08000025",9675,2.9624,3265.93302727518,"E99999999","E12000005","00CN",99.36,99.92,90.15,84,258.0889,256.43713104,257.88242888,232.66714335,2.9624,100,2.9624,100,2.9624,100,6,"Suburban 1",2.02538482311639,"B297HW",1.436
"148","B153","Birmingham","E08000025",5964,2.828,2108.91089108911,"E99999999","E12000005","00CN",99.36,99.92,90.15,103,258.0889,256.43713104,257.88242888,232.66714335,2.828,100,2.828,100,2.828,100,2,"Suburban 2",0.707213578500707,"B168SZ",1.299
"149","B160","Birmingham","E08000025",10022,1.8713,5355.63511997007,"E99999999","E12000005","00CN",99.36,99.92,90.15,40,258.0889,256.43713104,257.88242888,232.66714335,1.87130000000001,100,1.87130000000001,100,1.87130000000001,100,2,"Suburban 1",1.0687757174157,"B168SZ",1.25
"150","B168","Birmingham","E08000025",6754,0.8892,7595.59154295996,"E99999999","E12000005","00CN",99.36,99.92,90.15,18,258.0889,256.43713104,257.88242888,232.66714335,0.889200000000002,100,0.889200000000002,100,0.889200000000002,100,7,"Suburban 1",7.87224471434998,"B168SZ",0.19
"151","B169","Birmingham","E08000025",6994,1.1405,6132.39807102148,"E99999999","E12000005","00CN",99.36,99.92,90.15,26,258.0889,256.43713104,257.88242888,232.66714335,1.1405,99.9999999999999,1.1405,99.9999999999999,1.1405,99.9999999999999,4,"Suburban 1",3.50723366944323,"B168SZ",1.023
"152","B170","Birmingham","E08000025",8835,2.174,4063.9374425023,"E99999999","E12000005","00CN",99.36,99.92,90.15,68,258.0889,256.43713104,257.88242888,232.66714335,2.17400000000001,100,2.17400000000001,100,2.17400000000001,100,3,"Suburban 1",1.37994480220791,"B179RJ",0.699
"153","B178","Birmingham","E08000025",9118,2.4324,3748.56109192567,"E99999999","E12000005","00CN",99.36,99.92,90.15,79,258.0889,256.43713104,257.88242888,232.66714335,2.4324,100,2.4324,100,2.4324,100,3,"Suburban 1",1.23334977799704,"B178EE",0.482
"154","B179","Birmingham","E08000025",7610,1.588,4792.19143576826,"E99999999","E12000005","00CN",99.36,99.92,90.15,53,258.0889,256.43713104,257.88242888,232.66714335,1.58799999999999,99.9999999999996,1.58799999999999,99.9999999999996,1.58799999999999,99.9999999999996,0,"Suburban 1",0,"B179RJ",0.399
"155","B184","Sandwell","E08000028",6676,0.8976,7437.61140819964,"E99999999","E12000005","00CS",99.99,100,97.95,1,72.5074,72.50014926,72.5074,71.0209983,0.8976,100,0.8976,100,0.8976,100,2,"Suburban 1",2.22816399286988,"B663JT",1.15
"156","B185","Birmingham","E08000025",5132,1.2263,4184.94658729512,"E99999999","E12000005","00CN",99.36,99.92,90.15,65,258.0889,256.43713104,257.88242888,232.66714335,1.22629999999999,99.9999999999996,1.22629999999999,99.9999999999996,1.22629999999999,99.9999999999996,2,"Suburban 1",1.63092228655305,"B191AP",0.628
"157","B186","Birmingham","E08000025",1890,0.5872,3218.66485013624,"E99999999","E12000005","00CN",99.36,99.92,90.15,86,258.0889,256.43713104,257.88242888,232.66714335,0.587199999999996,99.9999999999993,0.587199999999996,99.9999999999993,0.587199999999996,99.9999999999993,1,"Suburban 1",1.70299727520436,"B31BA",0.92
"158","B187","Birmingham","E08000025",2585,0.5143,5026.24927085359,"E99999999","E12000005","00CN",99.36,99.92,90.15,50,258.0889,256.43713104,257.88242888,232.66714335,0.514300000000006,100.000000000001,0.514300000000006,100.000000000001,0.514300000000006,100.000000000001,4,"Suburban 1",7.77756173439627,"B168SZ",1.343
"159","B191","Birmingham","E08000025",8818,0.8389,10511.3839551794,"E99999999","E12000005","00CN",99.36,99.92,90.15,6,258.0889,256.43713104,257.88242888,232.66714335,0.8389,100,0.8389,100,0.8389,100,2,"Urban",2.38407438312075,"B191AP",0.76
"160","B192","Birmingham","E08000025",7537,1.0895,6917.85222579165,"E99999999","E12000005","00CN",99.36,99.92,90.15,21,258.0889,256.43713104,257.88242888,232.66714335,1.0895,100,1.0895,100,1.0895,100,2,"Suburban 1",1.83570445158329,"B191AP",1.307
"161","B193","Birmingham","E08000025",3713,0.9085,4086.95652173913,"E99999999","E12000005","00CN",99.36,99.92,90.15,67,258.0889,256.43713104,257.88242888,232.66714335,0.908499999999989,99.9999999999988,0.908499999999989,99.9999999999988,0.908499999999989,99.9999999999988,5,"Suburban 1",5.50357732526142,"B31BA",0.821
"162","B201","Birmingham","E08000025",8296,3.1162,2662.21680251588,"E99999999","E12000005","00CN",99.36,99.92,90.15,97,258.0889,256.43713104,257.88242888,232.66714335,3.11620000000002,100.000000000001,3.11620000000002,100.000000000001,3.11620000000002,100.000000000001,0,"Suburban 2",0,"B436NR",2.427
"163","B202","Birmingham","E08000025",10818,2.4122,4484.70276096509,"E99999999","E12000005","00CN",99.36,99.92,90.15,59,258.0889,256.43713104,257.88242888,232.66714335,2.4122,99.9999999999999,2.4122,99.9999999999999,2.4122,99.9999999999999,5,"Suburban 1",2.07279661719592,"B203JH",1.352
"164","B203","Birmingham","E08000025",14975,1.7183,8715.00902054356,"E99999999","E12000005","00CN",99.36,99.92,90.15,13,258.0889,256.43713104,257.88242888,232.66714335,1.7183,99.9999999999999,1.7183,99.9999999999999,1.7183,99.9999999999999,6,"Urban",3.49182331374032,"B203JH",0.385
"165","B210","Birmingham","E08000025",10012,1.4935,6703.71610311349,"E99999999","E12000005","00CN",99.36,99.92,90.15,24,258.0889,256.43713104,257.88242888,232.66714335,1.4935,100,1.4935,100,1.4935,100,3,"Suburban 1",2.00870438567124,"B663JT",1.262
"166","B218","Birmingham","E08000025",9576,1.9548,4898.71086556169,"E99999999","E12000005","00CN",99.36,99.92,90.15,52,258.0889,256.43713104,257.88242888,232.66714335,1.95480000000001,100,1.95480000000001,100,1.95480000000001,100,2,"Suburban 1",1.0231225700839,"B663JT",2.285
"167","B219","Birmingham","E08000025",10738,1.1113,9662.55736524791,"E99999999","E12000005","00CN",99.36,99.92,90.15,8,258.0889,256.43713104,257.88242888,232.66714335,1.1113,100,1.1113,100,1.1113,100,2,"Urban",1.79969405201116,"B191AP",1.063
"168","B235","Birmingham","E08000025",15189,2.844,5340.71729957806,"E99999999","E12000005","00CN",99.36,99.92,90.15,41,258.0889,256.43713104,257.88242888,232.66714335,2.844,100,2.844,100,2.844,100,2,"Suburban 1",0.70323488045007,"B236QR",1.54
"169","B236","Birmingham","E08000025",11113,1.9349,5743.44927386428,"E99999999","E12000005","00CN",99.36,99.92,90.15,31,258.0889,256.43713104,257.88242888,232.66714335,1.93490000000001,100,1.93490000000001,100,1.93490000000001,100,4,"Suburban 1",2.06729029924027,"B236QR",0.522
"170","B237","Birmingham","E08000025",16568,3.2727,5062.48663183304,"E99999999","E12000005","00CN",99.36,99.92,90.15,49,258.0889,256.43713104,257.88242888,232.66714335,3.2727,100,3.2727,100,3.2727,100,4,"Suburban 1",1.22223240749228,"B236QR",1.75
